EmployeeIndex	Attrition_Probability
539	0.06646492
540	0.93820876
541	0.1827106
542	0.025832653
543	0.5216083
544	0.08095553
545	0.081654474
546	0.27287707
547	0.48985064
548	0.06040706
549	0.07328411
550	0.30931285
551	0.0814859
552	0.14128065
553	0.060518615
554	0.17841275
555	0.33295855
556	0.0060120756
557	0.22764611
558	0.054104153
559	0.28267145
560	0.022595592
561	0.027463863
562	0.1052346
563	0.14225417
564	0.26365995
565	0.05263877
566	0.91097236
567	0.0133304205
568	0.5924405
569	0.20338927
570	0.01077299
571	0.3201163
572	0.5196093
573	0.8729486
574	0.0041324175
575	0.05009211
576	0.05810942
577	0.1676224
578	0.06953764
579	0.064285256
580	0.050607756
581	0.024245868
582	0.022897894
583	0.11763246
584	0.054494172
585	0.93232745
586	0.3804189
587	0.011210957
588	0.015385077
589	0.91112655
590	0.028414274
591	0.8566085
592	0.0059493063
593	0.023984332
594	0.0038799183
595	0.7420923
596	0.024526926
597	0.005693131
598	0.66210705
599	0.19891419
600	0.0061916052
601	0.2523276
602	0.39461154
603	0.15328126
604	0.020232031
605	0.2214522
606	0.055954177
607	0.73990005
608	0.7043044
609	0.049946032
610	0.03381213
611	0.022660222
612	0.2368878
613	0.04449905
614	0.85241663
615	0.035691455
616	0.04750482
617	0.18539397
618	0.13019785
619	0.03939701
620	0.12194287
621	0.05076859
622	0.073103346
623	0.013222399
624	0.21894816
625	0.123591326
626	0.022122437
627	0.022181725
628	0.1997385
629	0.040078286
630	0.019266618
631	0.04132844
632	0.046035964
633	0.17075577
634	0.05982448
635	0.018926539
636	0.9074102
637	0.017456906
638	0.73630625
639	0.0077358196
640	0.14807466
641	0.20718402
642	0.050843943
643	0.003826457
644	0.0653468
645	0.60921574
646	0.16763115
647	0.1549879
648	0.062202588
649	0.028187491
650	0.010315007
651	0.048931446
652	0.1368484
653	0.051881846
654	0.010302168
655	0.5896172
656	0.9709475
657	0.19447576
658	0.20041162
659	0.037279394
660	0.91830665
661	0.15593758
662	0.90380865
663	0.2102631
664	0.01983392
665	0.51443046
666	0.7259729
667	0.8846929
668	0.20206562
669	0.934389
670	0.26088068
671	0.7952177
672	0.17550965
673	0.2956365
674	0.03228944
675	0.29311725
676	0.07252982
677	0.058958136
678	0.051175203
679	0.1810371
680	0.0070995437
681	0.0017619821
682	0.24798872
683	0.9708652
684	0.76791686
685	0.2224014
686	0.101939104
687	0.021113249
688	0.93088037
689	0.97804785
690	0.07330448
691	0.07583273
692	0.023937363
693	0.8253569
694	0.018543389
695	0.9590443
696	0.08648906
697	0.25460944
698	0.068359956
699	0.0068228757
700	0.063727565
701	0.030212624
702	0.21211803
703	0.2454872
704	0.012720048
705	0.011555132
706	0.936557
707	0.04661093
708	0.035427745
709	0.7959606
710	0.102096386
711	0.9580876
712	0.038017143
713	0.016366715
714	0.0026350177
715	0.04752568
716	0.014307863
717	0.177793
718	0.03958875
719	0.035815343
720	0.9386695
721	0.013030936
722	0.027388033
723	0.03222588
724	0.06297314
725	0.8990534
726	0.053912953
727	0.17356975
728	0.02372359
729	0.13745753
730	0.025506977
731	0.972172
732	0.63347447
733	0.0058070007
734	0.3726786
735	0.11012795
736	0.031607073
737	0.033792596
738	0.01915269
739	0.0025397977
740	0.13672768
741	0.061616555
742	0.2821638
743	0.13776289
744	0.959792
745	0.028782189
746	0.05748107
747	0.15512663
748	0.85214585
749	0.8631732
750	0.023746738
751	0.008462046
752	0.88426095
753	0.070461825
754	0.25438532
755	0.0176049
756	0.15747857
757	0.00806653
758	0.05582691
759	0.15836802
760	0.06968737
761	0.87614083
762	0.81897855
763	0.16310914
764	0.5215805
765	0.013883897
766	0.020964867
767	0.19868352
768	0.38834378
769	0.022721289
770	0.005200625
771	0.17403314
772	0.03423046
773	0.05888873
774	0.13253656
775	0.095859304
776	0.9337976
777	0.9787652
778	0.02708943
779	0.10816771
780	0.6034915
781	0.17136528
782	0.018450288
783	0.014836763
784	0.03516673
785	0.012986995
786	0.075629465
787	0.016536217
788	0.020328408
789	0.04767511
790	0.014984644
791	0.82053953
792	0.85693014
793	0.2538709
794	0.054750476
795	0.019887539
796	0.7725842
797	0.93357736
798	0.95857537
799	0.0126359025
800	0.9646519
801	0.27212504
802	0.034864973
803	0.006306244
804	0.0024544308
805	0.019807402
806	0.06463753
807	0.116787896
808	0.017767828
809	0.030652083
810	0.11132425
811	0.16004264
812	0.0816418
813	0.7621472
814	0.032941267
815	0.3401973
816	0.33783194
817	0.033545163
818	0.046412934
819	0.16868992
820	0.05573247
821	0.061099306
822	0.07026419
823	0.044911105
824	0.24244002
825	0.044124074
826	0.04198634
827	0.18506545
828	0.89892954
829	0.7954689
830	0.07959611
831	0.6888388
832	0.1063674
833	0.013195121
834	0.25069425
835	0.26096514
836	0.8556472
837	0.038024005
838	0.93723726
839	0.057885848
840	0.019542245
841	0.28273252
842	0.9092248
843	0.010303183
844	0.15542138
845	0.056573633
846	0.17069334
847	0.025358098
848	0.024727575
849	0.9288515
850	0.62081206
851	0.07554727
852	0.031303775
853	0.24905775
854	0.1400457
855	0.00849676
856	0.68881214
857	0.56263745
858	0.010221962
859	0.14933021
860	0.09288283
861	0.1104921
862	0.11889439
863	0.07134388
864	0.7915924
865	0.09368691
866	0.09601233
867	0.0076783807
868	0.05266146
869	0.05334091
870	0.022677008
871	0.97092986
872	0.15622532
873	0.09433752
874	0.24429774
875	0.03359682
876	0.20048936
877	0.011530595
878	0.009568975
879	0.014703151
880	0.17207022
881	0.040060643
882	0.069941185
883	0.0048003993
884	0.49144256
885	0.0142506985
886	0.021338131
887	0.03444398
888	0.07274872
889	0.16929191
890	0.04660576
891	0.009455908
892	0.98283374
893	0.010464137
894	0.011629436
895	0.18747927
896	0.175438
897	0.1553046
898	0.006026383
899	0.048914094
900	0.12772161
901	0.36009583
902	0.023466192
903	0.020739447
904	0.0050915894
905	0.0033719572
906	0.05435451
907	0.022765769
908	0.014211907
909	0.23468566
910	0.053211216
911	0.93698716
912	0.22879386
913	0.85645354
914	0.013137817
915	0.9589139
916	0.06224819
917	0.12119021
918	0.08437548
919	0.038587824
920	0.02930492
921	0.19279498
922	0.0066726725
923	0.03844855
924	0.01915509
925	0.07640809
926	0.08132733
927	0.07871989
928	0.68454677
929	0.10236676
930	0.22036794
931	0.117444925
932	0.9423202
933	0.16076225
934	0.28907123
935	0.029175991
936	0.06329102
937	0.021222185
938	0.01631696
939	0.45919484
940	0.6540476
941	0.05113699
942	0.13984588
943	0.10670673
944	0.022414984
945	0.068876736
946	0.74463826
947	0.96339875
948	0.09621535
949	0.01952362
950	0.35160166
951	0.17102313
952	0.9061993
953	0.19231659
954	0.032956697
955	0.056956418
956	0.12854746
957	0.0733873
958	0.009055401
959	0.0106716845
960	0.055336
961	0.14811012
962	0.07082739
963	0.105690494
964	0.12559341
965	0.09810778
966	0.8615255
967	0.032729264
968	0.07850176
969	0.003806519
970	0.07189688
971	0.07045297
972	0.1673694
973	0.019362304
974	0.077619
975	0.9348774
976	0.022028191
977	0.20047589
978	0.031597875
979	0.108574055
980	0.9014571
981	0.8486723
982	0.008298859
983	0.008765049
984	0.1669469
985	0.07783844
986	0.03262747
987	0.49253505
988	0.03897866
989	0.06599769
990	0.23909557
991	0.082183205
992	0.033894684
993	0.14832923
994	0.056099907
995	0.091224864
996	0.06256137
997	0.91222245
998	0.036320206
999	0.015781887
1000	0.19878109
1001	0.22132975
1002	0.06298871
1003	0.13471405
1004	0.15268037
1005	0.18927538
1006	0.90371823
1007	0.859172
1008	0.017194001
1009	0.002799915
1010	0.001737935
1011	0.1286726
1012	0.98645115
1013	0.07389153
1014	0.052392043
1015	0.0123767825
1016	0.8626358
1017	0.1720155
1018	0.038859714
1019	0.14944631
1020	0.010269208
1021	0.77965784
1022	0.28413978
1023	0.06512518
1024	0.009762344
1025	0.041744173
1026	0.047593784
1027	0.10744648
1028	0.27343318
1029	0.04605203
1030	0.08987769
1031	0.868162
1032	0.9927055
1033	0.8281969
1034	0.081539966
1035	0.17644338
1036	0.85095024
1037	0.11757764
1038	0.09161279
1039	0.7527624
1040	0.022827273
1041	0.030213581
1042	0.1846829
1043	0.085110664
1044	0.01366182
1045	0.020678684
1046	0.06706461
1047	0.075766556
1048	0.16948369
1049	0.07165447
1050	0.049881995
1051	0.16677158
1052	0.14853445
1053	0.005518525
1054	0.007723422
1055	0.13095905
1056	0.85093904
1057	0.97830087
1058	0.8660847
1059	0.30956748
1060	0.9913837
1061	0.9169551
1062	0.23865688
1063	0.079755954
1064	0.0738285
1065	0.027894476
1066	0.12802422
1067	0.096345484
1068	0.98490393
1069	0.07269155
1070	0.087864496
1071	0.034284092
1072	0.061100878
1073	0.049696736
1074	0.17807972
1075	0.011111309
1076	0.0066674026
1077	0.91925186
1078	0.014131333
1079	0.08088249
1080	0.061419252
1081	0.09064764
1082	0.12875953
1083	0.9035315
1084	0.06658736
1085	0.8689558
1086	0.05616811
1087	0.10443874
1088	0.033968367
1089	0.16210887
1090	0.039965216
1091	0.027290883
1092	0.019140474
1093	0.025888106
1094	0.017699195
1095	0.02527703
1096	0.093460664
1097	0.63024724
1098	0.059236683
1099	0.05353577
1100	0.02591986
1101	0.06206118
1102	0.22091827
1103	0.1225538
1104	0.07503311
1105	0.06013458
1106	0.8216153
1107	0.271498
1108	0.13926403
1109	0.03567421
1110	0.9433843
1111	0.008808749
1112	0.39166078
1113	0.013655609
1114	0.029037807
1115	0.18117043
1116	0.030888285
1117	0.004130534
1118	0.09035134
1119	0.046148676
1120	0.14779626
1121	0.07125367
1122	0.12325049
1123	0.09686811
1124	0.029704582
1125	0.06291699
1126	0.06830931
1127	0.011315856
1128	0.03102365
1129	0.016718322
1130	0.01812716
1131	0.089595705
1132	0.06646102
1133	0.0627803
1134	0.051917862
1135	0.05041328
1136	0.88293684
1137	0.2453513
1138	0.008497842
1139	0.0027456277
1140	0.004940212
1141	0.18798494
1142	0.06956498
1143	0.3505035
1144	0.10796322
1145	0.09968233
1146	0.011880955
1147	0.059602708
1148	0.0050288243
1149	0.04915178
1150	0.011112415
1151	0.16165662
1152	0.028108565
1153	0.95402217
1154	0.040124256
1155	0.02091338
1156	0.02631718
1157	0.004405311
1158	0.07870034
1159	0.09405192
1160	0.009473906
1161	0.012478959
1162	0.8690689
1163	0.063726485
1164	0.23677158
1165	0.09790753
1166	0.00745338
1167	0.96408373
1168	0.65363514
1169	0.10155292
1170	0.014539684
1171	0.95446396
1172	0.22417147
1173	0.019138416
1174	0.007623472
1175	0.15346397
1176	0.008485107
1177	0.008079253
1178	0.20507686
1179	0.012835544
1180	0.30403504
1181	0.0079656495
1182	0.009699532
1183	0.019137472
1184	0.0085616205
1185	0.013076944
1186	0.1596535
1187	0.0025227692
1188	0.120962106
1189	0.004032819
1190	0.008866326
1191	0.032870714
1192	0.30705982
1193	0.11256151
1194	0.016288023
1195	0.0688593
1196	0.1505138
1197	0.3300346
1198	0.11499254
1199	0.019968446
1200	0.07731823
1201	0.8748941
1202	0.038781933
1203	0.0066850414
1204	0.13308762
1205	0.9066018
1206	0.029627064
1207	0.04863863
1208	0.00906287
1209	0.00876299
1210	0.031657286
1211	0.059395965
1212	0.06886208
1213	0.84686786
1214	0.011260455
1215	0.05968045
1216	0.025243757
1217	0.005348743
1218	0.09985266
1219	0.032690078
1220	0.33348626
1221	0.00699338
1222	0.9424584
1223	0.9333887
1224	0.11235864
1225	0.04040417
1226	0.20130521
1227	0.020339573
1228	0.100138314
1229	0.07900962
1230	0.15142377
1231	0.012499878
1232	0.005552873
1233	0.026817543
1234	0.1588238
1235	0.034918975
1236	0.20192552
1237	0.91183656
1238	0.7559648
1239	0.050030705
1240	0.026909137
1241	0.3013567
1242	0.07378884
1243	0.05860615
1244	0.073569976
1245	0.08971115
1246	0.9470397
1247	0.19553173
1248	0.01251631
1249	0.9332805
1250	0.07965412
1251	0.16752625
1252	0.0052993177
1253	0.292983
1254	0.024436744
1255	0.9720252
1256	0.15779793
1257	0.80916977
1258	0.2482332
1259	0.022850301
1260	0.11057045
1261	0.19790797
1262	0.93449694
1263	0.19316296
1264	0.049819477
1265	0.05866086
1266	0.116490476
1267	0.022371372
1268	0.039808992
1269	0.011181979
1270	0.049995847
1271	0.9453137
1272	0.011092861
1273	0.90775174
1274	0.07776008
1275	0.09432481
1276	0.3085591
1277	0.017405406
1278	0.04699366
1279	0.860658
1280	0.49970204
1281	0.85895264
1282	0.020438565
1283	0.009793314
1284	0.041952692
1285	0.51465493
1286	0.033987157
1287	0.11979527
1288	0.007206632
1289	0.08719164
1290	0.46862882
1291	0.68852913
1292	0.079019755
1293	0.34267485
1294	0.10277672
1295	0.07387258
1296	0.07388351
1297	0.26661018
1298	0.75090796
1299	0.011179064
1300	0.021740934
1301	0.098109424
1302	0.081314646
1303	0.024279164
1304	0.25099254
1305	0.03418198
1306	0.17668551
1307	0.007867222
1308	0.032320812
1309	0.044676576
1310	0.05541443
1311	0.35915497
1312	0.87473947
1313	0.9826659
1314	0.06911433
1315	0.008963367
1316	0.012100146
1317	0.10206097
1318	0.027208487
1319	0.22508001
1320	0.05598226
1321	0.25542673
1322	0.051497854
1323	0.04988333
1324	0.034749113
1325	0.10616504
1326	0.94494206
1327	0.01143888
1328	0.27046838
1329	0.19501154
1330	0.1932508
1331	0.014232665
1332	0.9799977
1333	0.6091182
1334	0.021609148
1335	0.0048839618
1336	0.009236307
1337	0.11439229
1338	0.90669316
1339	0.9756731
1340	0.03806851
1341	0.17948957
1342	0.027642477
1343	0.16401191
1344	0.029753458
1345	0.059693106
1346	0.022547679
1347	0.075194575
1348	0.008797772
1349	0.24605124
1350	0.07467877
1351	0.063152686
1352	0.008504397
1353	0.9398985
1354	0.67530847
1355	0.39777574
1356	0.06178378
1357	0.01088379
1358	0.043603104
1359	0.19347258
1360	0.16519962
1361	0.05685835
1362	0.022571025
1363	0.20396218
1364	0.049813855
1365	0.94168127
1366	0.1103573
1367	0.036939565
1368	0.021004125
1369	0.8594554
1370	0.01561177
1371	0.14688042
1372	0.065481536
1373	0.020346597
1374	0.060210597
1375	0.9558761
1376	0.009013859
1377	0.010976823
1378	0.021471469
1379	0.9906878
1380	0.12178039
1381	0.05256862
1382	0.06902979
1383	0.105536886
1384	0.13484682
1385	0.049924757
1386	0.039702464
1387	0.056590736
1388	0.008172833
1389	0.17485093
1390	0.89514613
1391	0.9169379
1392	0.024046492
1393	0.029110173
1394	0.02247998
1395	0.84558487
1396	0.963691
1397	0.023688296
1398	0.008123909
1399	0.046268634
1400	0.053407453
1401	0.12527633
1402	0.34759542
1403	0.035706032
1404	0.019958077
1405	0.06788763
1406	0.09994904
1407	0.1138783
1408	0.012123076
1409	0.098994315
1410	0.013326145
1411	0.24265596
1412	0.035170443
1413	0.26547647
1414	0.021674287
1415	0.2789265
1416	0.008298368
1417	0.041667085
1418	0.04115465
1419	0.033024047
1420	0.015533531
1421	0.0116298525
1422	0.061676107
1423	0.0061392616
1424	0.0031699724
1425	0.034161866
1426	0.3870484
1427	0.03820955
1428	0.047747415
1429	0.03447569
1430	0.0056991125
1431	0.028313354
1432	0.0113199055
1433	0.28874707
1434	0.19961369
1435	0.086064704
1436	0.19177352
1437	0.011483516
1438	0.95217687
1439	0.06923007
1440	0.08404045
1441	0.014710233
1442	0.0370203
1443	0.054786727
1444	0.7896399
1445	0.011083862
1446	0.10888907
1447	0.10883193
1448	0.11902068
1449	0.014956475
1450	0.07370016
1451	0.037952464
1452	0.80866534
1453	0.09997303
1454	0.090955734
1455	0.008477327
1456	0.022514656
1457	0.0056786677
1458	0.005411433
1459	0.05913574
1460	0.14539318
1461	0.7060285
1462	0.2797618
1463	0.065088846
1464	0.0969267
1465	0.022254268
1466	0.0860561
1467	0.020679185
1468	0.16481699
1469	0.054847233
